PCA1                    ,PCA2
0.6855912758181932      ,-0.3718119240003256
-0.5797435469923794     ,0.24282041524805603
-0.5258903335679088     ,0.3380656978134939
0.5223465990430309      ,-0.7943192968533572
0.812227989498681       ,0.26344647611793204
0.33559697299548386     ,0.8007372681776685
0.33712248360334396     ,0.040199819039974216
-0.814629885411364      ,-1.165401743658121
-0.5612408987746255     ,-0.4863921816238158
-0.10326117184654193    ,-0.4871101725354622
0.7809821009936055      ,0.1985451423375221
-1.0400664797677037     ,-0.06301797856291125
0.7616018962893347      ,0.07050201401664741
0.1763979450750529      ,-0.39922135750987686
-0.9388861470951093     ,-1.1747124013590224
-0.04895179177370962    ,-0.12787248460107326
-0.986319686062366      ,0.4389967841243888
-0.6208823974995444     ,-0.6814075987030208
-0.3471833466308667     ,0.8925085978200414
-0.0344720681451659     ,0.11087263810610365
0.8073173376192104      ,0.2698000616321721
-0.7251037379964854     ,-0.9872548000704549
0.12931100671793905     ,0.40061073216449883
-1.0789505625501379     ,-0.2954153115223366
0.6370883615614327      ,-0.0367285237034104
-0.8176268081677761     ,0.6142863368081449
-0.5241320579317464     ,0.3736608103760689
-1.3850874267994433     ,-0.4072005899005674
-0.8731686028889278     ,0.42800185330032364
-1.0095477171188778     ,0.02819028397243084
-0.8074178859237144     ,0.6627246721970136
-0.5110104077658837     ,0.4634215564066447
0.8120806435976313      ,-0.397018512730005
0.7889495418755061      ,0.23807621704903906
0.6124822859105914      ,-0.35758400837724147
-0.7054540140213887     ,-0.3966541556382688
-0.34738504010255056    ,0.876342530757084
0.6738347676903964      ,-0.258393803794045
-0.3589046754503438     ,0.867083834258966
-1.1867010536429847     ,0.09257618400433637
-0.00043292277607809293 ,-0.2629350873331351
0.8106430103971027      ,0.3456682750435838
-1.2789781913083331     ,-0.4849481032555264
-1.0371793713090172     ,0.1462673242409614
0.5834584705731887      ,-0.35595941982312573
-0.5506376805434569     ,0.36880187138156
0.1551659506994708      ,-1.3974978345287346
-0.3605184770431879     ,0.8221424466853586
0.1620105344967805      ,0.3615260648313696
0.09521719314031796     ,0.36064976342629756
0.7971931876340961      ,0.30144233257095876
0.5643146633651559      ,-0.4299204329537324
-0.8330582036508728     ,0.5359314072327169
-0.5354643725269427     ,0.26501576987055486
0.8033512731298829      ,0.3463664804317608
0.801985984673327       ,0.29038308516983496
0.03638578715180141     ,-0.17096787751225817
-0.9819263308253279     ,-0.6356481368912412
0.35133307401831415     ,0.8462540768363938
0.7855168574523932      ,0.2369998466503055
0.7956097881371378      ,0.27238340176996495
-0.5095413050060138     ,0.533494492835406
-0.3949160843226406     ,0.5559754804059991
0.3365178860425252      ,-0.00019233688653119696
0.6239503743710542      ,-0.5408542451888751
0.3307712558332411      ,0.7903697034884425
-0.8475423698785505     ,0.4230447951785725
-0.3494156112348569     ,0.8090566831844623
-0.5451105692722705     ,-0.45665791821707746
-0.3694718781019627     ,-0.03677287931557638
0.2931898905499245      ,0.7973747351473848
0.3185942597672219      ,-0.0611540115827896
0.5891370986994762      ,-0.44270750138154646
0.8152125626528901      ,0.3084499722834557
