TSNE1,TSNE2
33.265762,-1.78418
12.99642,-12.242052
-31.854424,13.9415455
-23.05109,-4.510853
-7.2047095,-39.001514
7.3580937,34.032825
-4.595398,-16.889378
22.863518,16.605135
-31.638687,23.532843
-3.375945,15.30538
23.026062,62.220425
-9.231827,10.189819
8.534579,29.288576
-3.5841944,9.91689
-15.829407,11.225894
-19.646883,28.480658
14.147431,-21.496428
-0.4867409,20.596003
-26.4606,11.0120735
6.872688,12.8810835
5.3518505,-2.5571377
-4.9910808,25.653543
36.237064,-2.9772387
7.7932324,37.895374
-3.124335,-39.34522
17.606812,17.66959
0.66439724,-16.681408
4.556203,-6.8612075
2.5035233,32.500652
10.605929,-14.48353
-0.8141139,9.479328
12.879944,8.82474
19.448513,3.4023252
1.0390096,0.94792795
-32.398483,-19.791063
-11.3308935,16.91863
33.146088,-7.458447
-31.4731,5.103054
-1.6541458,10.852178
-8.1173525,-18.333508
-0.796216,-3.233715
-26.158724,-36.011642
24.215954,56.735363
-7.8557687,11.391366
1.7046089,-2.1662922
-20.726574,-17.884995
-31.150946,-29.439383
37.971077,-7.481587
17.271042,31.327581
22.769773,-34.231155
40.548214,-0.4215047
-0.43469137,-4.645048
21.820108,19.6758
-15.248072,-29.164473
-9.908369,18.728094
10.94728,-22.617996
19.85798,-43.130474
-0.8886546,-22.623722
-25.86361,-35.63778
-13.854492,8.681141
-11.843027,10.641996
-7.7883825,-55.541306
18.887728,62.459557
16.052984,-27.861595
-2.0204918,-24.620312
-25.451733,30.590137
22.906954,50.53798
19.310781,-38.74273
13.245332,-11.041411
1.8965056,-17.746574
-27.575256,-5.822453
10.129718,5.173431
-4.1395087,-65.918755
-21.292368,17.236128
42.831223,-7.1378355
-16.096403,-33.66862
20.600903,56.274612
15.177577,54.393986
-4.35917,-58.138924
-19.749067,-2.4570265
9.767956,-0.9738439
18.534142,12.619124
9.472656,5.4510846
20.717459,58.972603
-20.487915,-40.338337
-12.180513,-41.03918
-15.27259,-0.1847485
-4.520176,-7.109783
-30.927008,-38.131615
14.376246,27.87012
20.951895,-9.357089
16.09437,-11.331837
-8.5132,8.898453
1.7937312,27.642778
-26.97652,-29.649265
21.82009,-39.901833
19.670795,-41.21256
-16.455498,-30.759636
7.9467254,-28.757559
-13.210413,11.251073
-32.650383,23.076414
-6.5361924,-60.208656
23.910706,-42.616314
-15.735575,19.521305
-28.127337,26.337269
1.056068,-38.495667
-30.77534,-31.346224
-7.8576727,17.273682
-7.538905,-64.30703
-6.283196,9.45305
21.293049,59.55056
17.830313,-41.5753
-9.74643,13.18048
35.15787,-24.981962
30.227564,-5.843083
-22.349968,-31.184574
-3.885513,12.656471
-0.2870586,-16.954653
1.8036412,25.987167
-2.8686671,-64.978065
-25.107895,-39.143326
29.502714,0.0091528995
-23.747972,6.9724827
19.418085,-0.73132056
14.112645,-21.264702
-0.07417361,29.522762
17.45807,-25.010824
-2.935377,-17.515142
-15.661004,-35.32875
32.871044,-12.806582
-20.451376,-29.679985
0.90702605,17.315804
-11.331987,9.4254
2.3481636,39.78834
-10.552651,-58.263493
22.159515,-18.638763
-26.798737,10.868311
-4.3413353,21.480663
-13.842905,5.249606
18.88366,62.943604
-22.567715,19.69351
-30.217495,19.894686
5.6489053,16.322306
13.342003,-10.459134
22.946264,-37.17151
-20.92189,10.4553795
23.372591,-31.080976
33.330727,-8.069581
36.085876,-4.412019
8.23295,-23.591139
14.240203,15.945846
34.945957,-6.1248307
-4.0847297,30.947817
-21.574886,-7.1268935
37.45523,4.07796
-8.726927,-17.587452
26.58648,15.08852
-28.16284,-21.397537
-32.049885,21.745937
18.951118,-42.01722
27.205494,-15.023113
-39.23864,-9.31776
19.46513,19.541374
-26.34519,21.66004
-27.460863,20.990948
35.168045,-7.98864
-21.283115,-3.8372436
-25.53524,-36.58611
19.144993,14.830374
-11.511288,-0.015392258
35.264626,-0.7604146
13.811308,14.6247015
0.6554685,37.439785
-1.463446,-63.71714
12.356892,58.659084
-26.456833,-39.413456
24.468983,-25.167027
26.024055,2.011572
25.35544,-5.580559
-19.30787,-28.193966
37.70285,-3.9597073
1.0750461,-5.327807
-4.2670984,-35.569786
23.095585,-35.22948
-24.609844,28.742252
9.943024,-24.578833
-25.154787,27.203356
-22.306803,-0.10988792
-10.969912,-40.591373
-7.098125,25.596588
7.295949,-17.601742
14.353989,2.4498506
-26.763788,-2.089746
-16.591375,7.9466147
1.1663203,33.71274
13.692813,-17.67992
9.5631485,27.370115
-8.18388,-13.003657
7.3822513,41.062218
-9.767895,16.635624
34.08687,3.6279137
13.788773,8.660379
12.814358,22.388773
-2.839335,-15.176507
-23.343699,-41.14511
-17.684938,-29.461401
-31.668217,-25.67227
-18.068768,-26.398449
-18.012255,15.808068
-8.526245,-54.570236
4.9193683,15.617286
25.577818,-27.425419
0.7425855,-22.84117
-16.718996,19.520247
1.389602,-23.557589
-5.9974265,-18.322266
2.9972398,36.4171
-7.470622,27.131758
10.890812,32.585003
9.327697,-9.35652
17.17242,-40.234016
-26.473558,7.5923405
-10.041789,5.5585036
8.762082,25.514246
-7.8402944,-39.707012
11.229109,32.584385
0.31688026,-31.838903
-7.2586884,27.482275
-5.0587087,14.342159
-31.162968,-23.813831
-8.5372,-6.314454
8.372816,27.725264
27.054037,0.027451165
16.670183,32.312397
-5.0347214,-64.57483
2.853775,-32.217453
-9.7474575,8.139617
-27.796942,-36.278675
4.8190994,-1.1586713
14.566452,13.840534
-11.4090395,-7.980058
14.118984,-9.281675
1.1024784,28.68982
-34.013874,-27.393585
-2.5592558,-2.6009474
22.489988,-13.214651
-27.390041,-5.3152504
16.696175,29.637167
-4.4499884,-31.712646
21.171505,-11.249913
24.745533,54.233147
15.897906,60.93264
5.3642435,-46.316116
-7.8306556,-7.2411065
2.4793713,27.508907
-8.884676,-36.74396
13.387081,4.089396
8.063716,10.298385
18.406958,-38.425503
-6.1849,-1.1189945
26.350672,-1.0013864
10.418935,-15.667369
1.0480835,-23.159714
-10.093044,-1.2894773
2.3812532,-25.106503
-1.7916079,12.676118
13.939609,-14.156389
39.736115,2.0706491
-11.136372,-0.60005265
-26.563519,2.9001973
-2.2352364,11.0347185
5.2591925,-37.420162
-11.07243,-6.0025806
-6.8375583,4.057069
0.7192608,-21.681593
4.4762144,44.623
30.153564,-5.7018023
-24.542038,0.5195945
-7.4860806,12.648898
19.629957,-12.140377
-4.4258957,23.76467
-17.73606,-0.37977046
3.8734417,-5.8562574
-17.479912,-8.457111
-2.1341262,-4.07665
16.24017,64.29489
6.2241173,34.426826
-33.140705,-22.82625
-10.860751,3.9049022
-14.692389,16.967695
2.9450455,17.43205
17.711384,-3.3913198
18.063972,56.618694
16.952257,30.845434
11.209664,34.330013
4.034561,-37.356873
3.5583172,-18.834631
-23.610792,-23.408384
34.89814,-1.5362544
38.142864,0.64455456
3.2502842,-11.481933
31.155205,-2.9927125
-8.220026,15.267942
-24.56594,-33.469852
-20.408636,-4.8086495
-28.181648,-35.70359
-20.224806,-35.652325
8.415801,-2.415459
39.014843,-0.28237346
-8.803474,-52.4495
-9.77094,-56.17749
18.103537,-18.342178
0.008426331,-21.159393
-32.504814,32.80873
-14.553875,0.999417
-10.932642,-7.6028347
22.66375,-24.379807
0.8994083,-4.576971
1.9480826,38.510536
21.142931,-44.7249
-29.306658,21.37275
-2.4190319,-1.4211749
-13.027668,-1.2145213
-7.345531,-64.01288
-19.38387,-27.146992
14.07601,-2.9656398
5.917103,-23.133707
17.958803,27.993395
2.627676,-15.69279
0.040819284,14.40828
-5.250688,-20.316214
11.137843,9.428363
7.1526523,-15.412768
-22.427753,21.679028
6.1805406,-37.251015
36.006313,-7.417901
20.410883,56.456875
-16.456062,-29.01764
-23.610106,0.35011438
-20.889154,-9.40041
-1.9346511,35.135582
23.561441,15.039624
17.549229,-44.195126
-6.444833,-35.981464
-0.12537988,-24.581797
-4.4119062,-61.767097
-16.40825,-33.813084
-18.750057,-9.86168
-19.881065,24.904266
13.505232,38.052795
14.209473,-17.965933
5.8170013,28.588802
14.768385,-25.260698
-3.075063,-35.794426
20.318918,10.828544
-4.4546733,35.838947
-4.134797,-37.915657
-2.1885889,-61.164635
6.7144613,38.16769
-22.701183,9.285947
6.0313835,-18.152826
23.37014,8.874322
2.043448,-27.836338
-2.7755458,-18.826923
-14.925107,9.308822
18.678274,15.299664
32.574917,-5.6450872
4.747517,-17.778074
19.432074,-12.1575365
-31.261606,-37.997597
3.3700411,34.66094
-28.503355,-29.059927
-14.1151,22.352213
26.55252,-7.735787
25.128258,57.565056
14.900388,-19.868355
21.54792,-21.672613
-5.5117593,-66.004326
22.815918,-26.625637
-15.315619,9.242834
-30.049484,8.5210495
-1.9777093,-22.574633
35.76058,2.0237331
-2.2636821,-65.90327
-23.433434,6.8955417
0.5175124,8.56095
15.968495,57.89331
32.813416,-15.315717
-4.407045,-64.36918
-26.561178,4.3949075
21.762909,-4.1014647
-8.896749,36.523994
8.547801,14.949429
6.179987,18.77988
-30.11102,-36.67231
3.0223918,14.854972
-25.59681,10.61193
20.487667,-4.0456605
22.698788,-17.274443
-21.042303,-7.3135405
0.8079584,9.328601
-6.816654,-34.898613
-1.3909057,33.507915
0.18583648,38.391487
-17.068277,8.273138
25.515987,20.852968
22.9652,-43.910667
3.4971044,32.27636
-25.830774,11.813071
-0.96219176,39.691856
-15.83795,-16.652466
19.09365,-40.540268
-24.719507,18.578337
-21.331005,27.44196
2.4034333,19.577486
16.067457,31.113325
24.282225,-42.09029
34.439934,-4.469453
-2.7849672,-40.954132
-24.812164,-19.94549
-31.985943,19.119766
-17.526867,-4.7685914
15.808043,57.86747
5.11528,-38.616505
3.430502,3.021567
5.071258,41.047703
15.591178,0.4678105
-1.4150662,-34.628296
7.4988365,-22.989058
-2.7819898,41.560097
-9.641852,0.93186617
-8.04999,-54.841297
16.830713,59.299335
-33.8053,21.499998
-39.237476,-9.359471
12.491379,-10.320428
1.7997813,-35.233112
-8.620905,-49.877747
5.8240905,-18.352215
25.593893,1.951607
19.659285,18.305744
-26.781755,-35.01219
26.258018,-8.7279625
-9.781537,35.568047
19.837713,31.449846
-21.430813,-5.7617445
-29.20263,19.566118
1.020699,35.99173
35.47685,-4.9935174
15.420983,52.848602
26.169102,-7.5579967
0.23317833,-15.835436
-12.615314,10.259117
-28.289188,18.687939
-8.686389,36.635185
-28.78453,27.649677
-27.877924,-42.506287
-19.669989,-34.21391
-10.388622,8.279739
-28.298014,-35.323162
-33.35848,28.329048
20.921473,31.354536
1.6597465,-20.990482
4.885468,15.107497
-2.4852438,-23.077236
8.091105,10.888867
23.73797,61.132393
-27.099134,-39.883186
-7.207247,27.437832
-1.7447736,11.0408945
-0.63412833,-64.35324
8.797367,-23.70615
26.94483,-10.177099
14.617027,29.461082
-1.6739253,-18.899397
6.457498,30.88225
-1.4059488,-38.547794
-27.2826,-36.27715
14.503108,0.060295004
-16.247162,-36.403008
18.288273,-14.820083
24.758497,-37.85271
3.1748402,-37.447838
7.6009583,17.699087
4.281133,23.82166
19.483213,-0.73420465
10.690299,-17.821053
-24.76061,0.55216396
-8.865401,-54.632862
14.348346,52.075897
-2.4452324,-64.63685
-25.454714,13.428345
-14.056078,10.65501
22.12378,-25.99759
8.269482,32.32827
13.881337,3.6395593
-6.0117264,-11.62307
36.18949,0.709789
-25.600338,-6.373854
10.560804,-18.807858
-2.0681233,-24.529516
24.525421,57.167145
1.4753724,-39.872417
16.311773,-6.1391115
-30.069807,-27.57634
-7.410578,-55.963844
23.901901,13.480797
39.60256,-0.5648561
-8.902082,6.9502206
28.293568,-1.8711507
-28.36407,6.6657825
-20.993681,26.415434
9.374327,-22.861353
-4.2975616,23.69221
-11.097059,-40.68102
-27.446276,-27.776104
18.737537,58.3223
1.5985974,-38.792114
4.3691444,3.1782928
-17.986525,15.851669
-3.3461497,23.065409
12.705766,22.199133
-18.942581,-3.942041
18.569752,22.053066
25.2573,56.726715
-27.432348,-25.207853
-28.043293,-42.679947
5.521847,-46.177647
-30.434963,21.947456
-21.294392,-28.008495
-28.75423,29.103943
16.32097,30.62727
25.375204,56.71908
-16.074177,1.2595848
22.456545,0.16483518
-20.75133,-6.5498333
-45.003426,2.1109488
-28.591417,-17.900873
19.885712,-24.640516
-25.81096,-23.759783
25.463734,15.618222
6.6426654,32.750698
-20.79199,-5.551025
-20.410345,13.18262
-25.584728,13.655497
-5.2511826,-59.81671
9.413145,14.9150095
4.578101,-35.037193
-19.041191,-30.08951
3.2103627,-35.1625
-19.645718,-7.848569
14.806562,-25.291739
-5.247327,26.580896
-26.814741,-10.964858
-17.722723,-32.51527
22.506567,-40.49683
8.299852,33.58417
26.443169,1.4665303
-9.4572315,-19.574213
-29.934021,-33.30633
3.832858,36.9746
-14.43273,1.9593976
-30.729277,-25.275042
-14.561748,7.483867
0.40111622,37.65584
-30.356422,-34.660385
10.666497,39.331978
22.054773,54.866283
36.867455,-10.309228
4.946712,-37.794514
15.133218,0.13176677
-25.165186,4.4526258
3.8217113,15.748602
-19.429035,-27.484266
7.3798013,28.349794
-7.09843,-14.606317
-23.210476,26.240032
-1.9265187,36.903732
-7.2339554,-2.7345028
37.55192,-7.9285164
21.361158,-13.375525
-5.835828,24.663973
13.67467,63.291237
-4.061238,-39.50938
-31.191551,-25.66011
-9.65695,39.889427
30.438116,-1.6890374
-14.409817,-0.67303795
-9.846966,0.9695211
-31.512352,21.98977
7.6977496,41.598087
-32.22424,25.502544
23.782581,16.655802
-29.562672,-28.591185
2.994175,42.62254
13.789532,60.401184
-25.07045,26.1344
2.3918536,30.53018
-7.2348547,-34.215843
17.760082,31.820774
17.80042,6.577687
-31.899994,-28.787909
-27.752834,9.361731
6.673539,35.481018
-11.135703,10.311392
3.8249583,31.773012
-3.8235228,-32.849247
-14.461492,-1.0747188
-15.030246,12.262421
-7.242721,6.501067
2.685162,8.35584
-14.1361685,0.24259311
11.184638,-25.099033
20.072912,28.44986
25.272753,15.969762
-1.090415,3.9914496
2.79303,40.288548
-4.3120594,-38.4367
7.268808,16.632526
34.08832,-5.129775
-7.880392,-51.04207
3.0209286,-31.262999
14.898213,-7.4157624
8.468129,8.803947
9.874114,13.850962
7.3916855,-22.138193
-32.51329,18.980867
-6.251452,-4.90106
5.596829,16.897537
-2.162728,-16.241241
-18.158047,-29.339159
-16.069603,18.785917
-3.9024827,-18.732811
22.35702,56.39723
-1.5783057,37.81963
4.4369135,17.05425
-27.462526,-25.67365
-2.4410994,-1.5349904
-2.489243,6.6061735
3.4509723,37.10878
-21.989223,10.068574
-9.1149025,18.259909
-26.085072,-25.296333
34.348763,-3.7524536
-11.824261,10.874371
-6.9454575,-50.405952
-20.918533,22.970211
18.693111,63.46684
8.505783,-27.998425
-1.8366189,-62.82624
12.253735,-10.478603
-3.0350082,-38.69192
7.884424,18.97003
-11.576645,5.7531347
-0.028703436,41.064426
5.71431,35.640354
-29.735424,9.265752
-5.440715,-36.68388
18.487736,-12.022463
19.53405,55.474247
41.97346,-7.834564
38.164356,2.121702
-30.66119,24.992493
14.814572,-20.040531
7.61346,4.895327
-2.658805,-39.69514
22.722849,8.913136
-2.8454688,-4.5682898
7.5086985,7.557362
-13.29352,9.841803
35.890823,-7.4086823
-11.924966,18.635426
-13.212802,9.400605
-33.65194,-15.229812
35.070454,4.715614
-16.389797,-10.9374
-3.3211358,-54.362885
7.0528507,14.95571
-13.453526,-11.608116
17.412622,-25.019533
-24.131289,29.27371
5.1805744,-2.481046
-12.666486,-55.60316
20.22791,-27.190657
12.512858,60.88055
6.052688,-35.561962
12.671736,6.171149
-6.295581,-62.91754
-31.414572,9.473881
-28.424744,22.425953
-24.047798,4.8159566
-3.2218559,9.097198
-25.646824,10.280135
-2.660369,-54.322987
-21.497063,27.318027
6.387581,-12.195637
19.195696,55.407887
21.93608,-36.9226
-21.80073,6.545564
-14.049354,8.79192
29.5651,0.95022726
9.6770525,21.00693
0.24483746,15.281805
-30.439468,10.709177
-15.104107,-2.0900311
13.712124,-13.534863
16.903091,60.209255
-16.975182,-8.088018
-6.0238266,3.5216358
38.556847,-5.577549
-13.843398,15.927671
9.93139,-26.90142
-7.2706175,-13.331116
-3.0150926,32.79111
-14.541714,-7.3148947
13.086099,11.067475
3.6238906,42.946636
-12.371359,21.754276
-29.747353,-28.902843
9.654265,10.080653
-27.051022,22.859549
-25.632174,-35.460045
12.403243,0.16452004
-5.762474,26.483086
2.0617816,-27.826883
26.223385,12.072245
33.416893,2.1153913
-22.649536,13.413236
19.982042,-40.612606
-5.1981883,-65.70818
29.777401,-5.673186
-25.816196,-24.345516
-29.235395,-34.99263
2.477304,3.772794
14.781031,15.081757
-12.93156,1.5205982
20.035748,13.708452
15.228333,-22.407541
31.684557,-12.554607
6.2100925,12.1811285
-6.258991,-13.249483
1.7511274,10.565
13.17241,32.28922
-2.2574942,-17.628605
-32.486435,4.4149995
6.571669,8.442475
-21.118113,15.547799
7.674078,16.380566
6.404912,31.073393
5.277771,39.77244
-7.649522,-7.009304
-9.414968,10.526386
-1.8151734,-59.657253
15.786195,60.140354
0.48414132,18.9628
-27.299244,-22.700933
6.5043054,11.987823
32.818295,-9.078668
-5.289358,9.632541
31.8256,-7.953878
-3.0262825,3.6555247
-19.003286,-34.12963
-0.5264683,43.27149
-32.30517,20.59812
-25.741505,-32.576885
22.095192,-42.587013
35.746315,0.7784586
-32.412357,28.577045
19.972887,16.413656
11.098404,28.399117
18.036915,60.57545
-10.821901,-40.310455
-21.47042,-4.14991
-10.052758,-4.5995507
-4.194434,-31.727816
-12.834062,-2.5391445
-2.4570758,-2.569324
22.099783,15.343061
8.357618,23.95509
2.9320989,-17.052326
-24.112879,-39.033146
23.024237,19.86541
-18.035881,23.444199
1.7544783,6.5625815
-1.4941316,3.0160496
-0.1829704,17.282124
-22.976677,28.25247
8.170446,39.43238
-8.329539,-0.8949266
-3.452477,-32.026176
23.62989,-24.282095
-9.975945,-36.41092
14.142842,13.106726
3.8516352,-21.99853
-22.934277,9.240469
-2.2710207,-54.24314
21.384512,28.696913
26.0996,17.199476
-32.50635,32.81138
17.402079,23.539045
7.1807866,-14.2015
2.5540535,-25.45137
36.774803,-5.560583
-28.170313,21.107681
16.54189,0.867326
0.09141838,14.700096
-12.006798,-1.5488663
23.62794,11.802407
-0.38462502,-64.95695
-18.322264,-6.19779
-23.22993,-8.281566
11.681911,15.335705
-8.0645895,-54.59258
17.81408,-25.602814
14.711594,28.60713
-0.30480522,-62.574284
-12.857616,-4.205561
-7.566709,19.44551
1.0625347,9.704037
-28.379475,29.062895
17.666431,59.890312
-0.59086293,-3.7335467
18.171812,-26.330608
-27.268957,9.434509
-25.474047,23.781115
13.152973,-0.3952382
-16.21916,-5.954817
-8.975906,17.305233
-28.487377,-38.31623
-6.8661184,7.104369
-28.729174,12.312719
24.624458,-26.970852
22.818235,-38.358524
-16.146511,-36.35735
-10.072737,18.972092
13.462881,-6.126531
-3.141398,-66.63657
-15.872519,-9.409181
4.25195,-5.404963
-25.881136,17.24417
15.143142,55.898487
-0.1994326,-24.5645
-25.480858,29.93665
-28.55532,-18.132608
-22.954046,-4.595665
23.638693,-15.360981
24.237057,-38.253864
-4.4032197,-20.712933
-12.2539425,19.356215
18.9241,-38.801064
28.093891,-11.2167015
-5.855234,-63.495094
28.26262,17.151299
-31.840866,-34.374535
-10.617104,-39.347153
22.537556,57.13571
24.296091,60.90744
13.107102,59.027252
-17.03705,-29.416323
-27.003014,-4.49616
20.77601,63.26071
-26.275887,-22.499807
36.472588,-9.478921
-10.571965,-4.952328
-10.091339,33.94248
7.671547,29.273588
12.202922,11.055762
8.501474,3.2881687
-0.74565226,30.53912
-33.049164,-36.5833
9.837369,34.834885
-25.21527,30.083239
15.888572,6.8540297
-36.13043,-24.345425
-29.25446,24.250397
-18.224968,27.015965
-8.156001,-18.21882
34.598404,-14.664199
9.094054,-9.0945635
17.04963,10.513833
5.705113,12.553439
1.7182657,-22.512722
-22.49948,21.817785
16.090355,61.20762
-34.893898,-28.664852
-22.725899,-6.015071
10.528788,12.235599
20.375242,-10.757064
